,location,total_sqft,bath,price,bhk
8282,other,1168.0,3.0,70.0,3
8284,other,2100.0,4.0,155.0,4
8286,other,1515.0,3.0,93.93,3
8290,other,2700.0,4.0,214.0,6
8291,other,2000.0,3.0,210.0,3
8292,other,2400.0,4.0,300.0,5
8293,other,1760.0,3.0,176.0,3
8294,other,595.0,1.0,42.0,1
8299,other,1170.0,2.0,86.0,2
8300,other,2200.0,4.0,235.0,4
8307,other,1650.0,3.0,175.0,3
8309,other,1670.0,3.0,91.86,3
8313,other,1250.0,2.0,80.0,3
8314,other,1650.0,4.0,160.0,3
8315,other,800.0,2.0,50.0,2
8316,other,1225.0,2.0,150.0,2
8318,other,3675.0,4.0,367.0,4
8319,other,1200.0,2.0,150.0,2
8322,other,1350.0,2.0,80.0,2
8324,other,1614.0,3.0,110.0,3
8325,other,1188.0,2.0,73.0,2
8326,other,1480.0,3.0,90.0,3
8327,other,680.0,2.0,42.0,2
8330,other,955.0,2.0,53.55,2
8332,other,2479.13,3.0,215.0,3
8333,other,1100.0,2.0,106.0,2
8336,other,1925.0,3.0,120.0,3
8337,other,650.0,1.0,26.0,1
8339,other,2000.0,3.0,207.0,3
8340,other,1050.0,2.0,110.0,2
8342,other,2204.0,2.0,305.0,3
8348,other,1685.0,2.0,110.0,3
8350,other,1550.0,3.0,110.0,3
8351,other,500.0,1.0,20.0,1
8353,other,3155.0,4.0,370.0,3
8354,other,1765.0,3.0,105.0,3
8355,other,1265.0,2.0,70.0,2
8356,other,1012.0,2.0,59.0,2
8357,other,2045.0,4.0,154.0,3
8359,other,2400.0,4.0,280.0,6
8360,other,581.91,2.0,25.0,1
8361,other,1158.0,2.0,85.0,3
8362,other,925.0,2.0,51.0,2
8363,other,1415.0,2.0,110.0,2
8366,other,4750.0,5.0,600.0,4
8367,other,1840.0,3.0,155.0,3
8368,other,1350.0,2.0,185.0,2
8369,other,824.0,2.0,60.0,2
8370,other,1340.0,2.0,100.0,3
8371,other,1620.0,2.0,110.0,3
8372,other,1533.0,3.0,115.0,3
8373,other,1560.0,3.0,85.0,3
8375,other,750.0,1.0,25.0,1
8376,other,1375.0,2.0,85.0,3
8383,other,1500.0,3.0,88.0,3
8385,other,1140.0,2.0,76.0,2
8386,other,1198.0,2.0,84.0,2
8387,other,4000.0,4.0,520.0,4
8389,other,1370.0,2.0,75.0,2
8393,other,1000.0,1.0,55.0,2
8394,other,1200.0,2.0,125.0,2
8398,other,1050.0,1.0,70.0,1
8399,other,1200.0,2.0,80.0,3
8407,other,400.0,1.0,14.0,1
8409,other,1575.0,4.0,150.0,5
8411,other,4800.0,5.0,629.0,4
8412,other,1200.0,2.0,70.0,2
8414,other,1100.0,2.0,60.0,2
8416,other,1300.0,2.0,79.0,2
8418,other,3500.0,4.0,350.0,4
8420,other,1000.0,2.0,110.0,3
8427,other,2400.0,3.0,260.0,3
8428,other,1533.0,3.0,85.0,3
8431,other,1200.0,2.0,83.0,2
8432,other,1452.55,2.0,110.0,2
8433,other,1170.0,2.0,105.0,2
8434,other,1411.0,3.0,91.72,3
8436,other,3095.0,3.0,375.0,3
8438,other,1100.0,3.0,78.0,3
8440,other,3600.0,4.0,365.0,4
8443,other,1945.0,3.0,120.0,3
8445,other,1650.0,3.0,165.0,3
8446,other,1550.0,2.0,150.0,3
8448,other,1150.0,2.0,75.0,3
8449,other,1200.0,3.0,74.0,3
8450,other,1229.0,3.0,86.03,3
8451,other,1030.0,2.0,61.0,2
8452,other,600.0,1.0,32.0,1
8453,other,1165.0,2.0,135.0,2
8456,other,3000.0,4.0,240.0,4
8458,other,1315.0,2.0,90.0,2
8459,other,1210.0,2.0,72.0,2
8462,other,30000.0,4.0,2100.0,4
8463,other,1170.0,2.0,68.0,2
8464,other,1600.0,2.0,110.0,2
8466,other,1370.0,2.0,75.0,3
8468,other,1980.0,3.0,224.0,3
8470,other,1700.0,3.0,97.0,3
8471,other,1900.0,3.0,160.0,3
8473,other,1100.0,2.0,75.0,2
8475,other,3515.0,3.0,420.0,3
8477,other,1100.0,2.0,70.0,2
8481,other,700.0,1.0,41.0,1
8486,other,3000.0,3.0,250.0,3
8487,other,1100.0,2.0,61.0,2
8488,other,1260.0,1.0,41.0,1
8489,other,1500.0,1.0,37.5,1
8491,other,1165.0,2.0,75.0,2
8492,other,1272.0,4.0,75.0,3
8494,other,1600.0,5.0,140.0,5
8496,other,1000.0,2.0,65.0,3
8498,other,2400.0,4.0,325.0,3
8500,other,1463.0,1.0,142.0,2
8502,other,2401.0,3.0,185.0,3
8503,other,1875.0,2.0,235.0,3
8505,other,890.0,1.0,75.0,1
8508,other,2400.0,3.0,290.0,3
8510,other,1690.0,3.0,100.0,3
8513,other,1350.0,2.0,90.0,2
8514,other,1460.0,3.0,88.0,3
8515,other,1685.0,3.0,95.0,3
8516,other,800.0,1.0,52.0,1
8517,other,4000.0,5.0,280.0,4
8519,other,792.0,2.0,70.0,2
8522,other,2400.0,5.0,235.0,5
8525,other,461.82,1.0,31.7,1
8526,other,1500.0,2.0,85.0,3
8529,other,1260.0,2.0,75.0,2
8533,other,2820.0,3.0,285.0,3
8534,other,1950.0,3.0,130.0,3
8536,other,1350.0,2.0,140.0,3
8537,other,4051.0,4.0,345.0,4
8538,other,2100.0,3.0,170.0,3
8539,other,1991.0,3.0,160.0,3
8540,other,1200.0,3.0,66.0,3
8542,other,2400.0,6.0,245.0,6
8544,other,1375.0,2.0,105.0,2
8545,other,1693.0,3.0,108.0,3
8552,other,1150.0,2.0,77.5,3
8556,other,1058.0,2.0,60.0,2
8557,other,900.0,1.0,30.0,1
8558,other,1672.0,3.0,150.0,3
8561,other,1250.0,3.0,139.0,3
8562,other,1468.0,3.0,130.0,2
8566,other,1480.0,2.0,145.0,3
8569,other,2280.0,3.0,285.0,3
8570,other,2000.0,3.0,200.0,3
8573,other,1080.0,2.0,75.0,3
8574,other,2400.0,2.0,150.0,3
8576,other,1125.0,2.0,75.0,2
8577,other,1596.0,3.0,95.0,3
8578,other,1639.0,3.0,123.0,3
8580,other,1740.0,3.0,199.0,3
8581,other,1372.0,2.0,90.0,3
8583,other,6200.0,5.0,720.0,5
8586,other,925.0,2.0,63.0,2
8587,other,1200.0,3.0,95.0,4
8588,other,1200.0,2.0,79.0,2
8589,other,2500.0,3.0,270.0,3
8590,other,1584.0,3.0,145.0,4
8591,other,1570.0,3.0,115.0,3
8592,other,3000.0,3.0,400.0,3
8596,other,1750.0,3.0,180.0,3
8597,other,1500.0,1.0,160.0,2
8598,other,2100.0,6.0,275.0,6
8600,other,705.0,1.0,36.5,1
8601,other,1340.0,3.0,77.0,3
8605,other,1260.0,1.0,41.0,1
8606,other,1200.0,2.0,125.0,2
8607,other,1270.0,2.0,175.0,4
8608,other,1200.0,3.0,130.0,3
8611,other,3100.0,5.0,385.0,4
8613,other,1200.0,4.0,150.0,4
8614,other,3259.0,3.0,270.0,3
8617,other,596.0,1.0,42.0,1
8618,other,10000.0,16.0,550.0,16
8619,other,1200.0,4.0,110.0,4
8620,other,1910.0,3.0,190.0,3
8623,other,1750.0,3.0,149.0,3
8625,other,985.0,2.0,63.0,2
8626,other,1300.0,2.0,129.0,2
8627,other,1490.0,2.0,88.0,3
8631,other,650.0,1.0,30.0,1
8632,other,1500.0,2.0,89.99,3
8633,other,1350.0,4.0,145.0,4
8634,other,910.0,1.0,42.0,1
8637,other,532.0,1.0,22.49,1
8638,other,1060.0,3.0,62.0,3
8640,other,1550.0,2.0,160.0,2
8644,other,1000.0,2.0,80.0,2
8646,other,1500.0,2.0,97.0,3
8647,other,1865.0,4.0,140.0,3
8649,other,3500.0,4.0,245.0,4
8653,other,1320.0,2.0,73.0,3
8654,other,2150.0,6.0,205.0,6
8657,other,675.0,3.0,52.0,2
8658,other,1801.0,3.0,139.0,3
8660,other,2990.0,4.0,324.0,4
8661,other,2400.0,2.0,160.0,2
8663,other,1150.0,2.0,75.0,2
8664,other,1200.0,3.0,165.0,3
8670,other,1390.0,2.0,80.0,3
8671,other,1550.0,2.0,90.0,3
8674,other,1500.0,4.0,110.0,4
8675,other,1839.0,3.0,165.0,3
8677,other,900.0,2.0,70.0,2
8679,other,1500.0,3.0,149.0,3
8682,other,750.0,2.0,50.0,1
8683,other,600.0,3.0,75.0,2
8684,other,1605.0,2.0,85.0,3
8687,other,1500.0,1.0,19.5,1
8689,other,1200.0,2.0,70.0,2
8690,other,1200.0,2.0,160.0,2
8691,other,1904.0,3.0,155.0,3
8692,other,2770.0,4.0,315.0,3
8695,other,1630.0,2.0,97.78,3
8700,other,1280.0,2.0,75.0,2
8701,other,735.0,1.0,75.0,1
8702,other,500.0,1.0,24.0,1
8704,other,1200.0,4.0,145.0,3
8705,other,1200.0,2.0,100.0,2
8706,other,1200.0,3.0,160.0,3
8707,other,1265.0,2.0,82.0,3
8709,other,1850.0,3.0,98.0,3
8710,other,2360.0,4.0,150.0,4
8711,other,1030.0,2.0,77.25,2
8713,other,2000.0,3.0,160.0,3
8714,other,1300.0,2.0,70.0,3
8716,other,1380.0,2.0,75.0,2
8721,other,3100.0,3.0,250.0,3
8722,other,1190.0,2.0,100.0,2
8723,other,1827.0,3.0,100.0,3
8724,other,1500.0,3.0,95.0,3
8725,other,1180.0,2.0,63.0,2
8730,other,1645.0,3.0,95.0,3
8731,other,1200.0,4.0,140.0,4
8734,other,1097.0,2.0,65.0,2
8735,other,1600.0,3.0,165.0,4
8737,other,900.0,2.0,110.0,2
8738,other,1200.0,2.0,125.0,2
8739,other,1355.0,2.0,75.0,2
8741,other,7500.0,4.0,900.0,4
8744,other,4104.0,4.0,360.0,4
8747,other,2080.0,2.0,150.0,2
8748,other,1505.0,2.0,90.0,2
8749,other,1200.0,3.0,95.75,3
8750,other,1810.0,4.0,148.0,3
8752,other,1530.0,2.0,97.0,3
8757,other,1500.0,2.0,130.0,3
8761,other,1400.0,2.0,80.0,2
8762,other,1533.0,3.0,150.0,3
8765,other,745.0,2.0,50.0,2
8767,other,1355.0,2.0,95.0,2
8768,other,833.0,1.0,49.0,1
8770,other,3000.0,5.0,270.0,4
8771,other,1220.0,2.0,68.0,2
8772,other,3811.0,3.0,475.0,4
8773,other,1545.0,3.0,85.0,3
8775,other,1350.0,2.0,110.0,2
8777,other,1200.0,2.0,68.0,3
8779,other,2000.0,4.0,180.0,5
8783,other,1280.0,4.0,115.0,4
8784,other,1200.0,3.0,85.0,3
8786,other,1655.0,3.0,155.0,3
8788,other,1200.0,2.0,108.0,3
8789,other,1200.0,2.0,75.0,2
8794,other,1500.0,2.0,203.0,2
8797,other,4500.0,9.0,500.0,9
8800,other,1550.0,3.0,160.0,3
8803,other,1758.0,3.0,95.0,3
8804,other,3179.0,5.0,351.0,4
8806,other,1200.0,3.0,85.0,2
8808,other,1800.0,3.0,140.0,3
8811,other,3900.0,4.0,333.0,4
8812,other,2400.0,4.0,200.0,3
8813,other,1645.0,3.0,87.5,3
8815,other,2600.0,3.0,140.0,3
8816,other,950.0,2.0,60.0,2
8821,other,1900.0,3.0,205.0,3
8823,other,1402.0,2.0,85.0,3
8825,other,2100.0,3.0,240.0,3
8829,other,1200.0,3.0,140.0,3
8830,other,814.0,2.0,55.0,2
8833,other,1590.0,3.0,120.0,3
8837,other,1450.0,2.0,89.6,3
8839,other,1340.0,2.0,77.0,2
8841,other,1665.0,3.0,105.0,3
8843,other,2300.0,4.0,200.0,4
8844,other,1210.0,2.0,76.0,2
8849,other,1065.0,2.0,58.0,2
8852,other,3600.0,4.0,450.0,4
8856,other,1200.0,3.0,72.0,3
8860,other,1000.0,1.0,75.0,2
8863,other,1170.0,2.0,86.0,2
8864,other,4830.0,5.0,390.0,4
8865,other,850.0,2.0,75.0,2
8869,other,2065.0,3.0,130.0,3
8870,other,1150.0,2.0,125.0,2
8873,other,2550.0,4.0,290.0,3
8874,other,615.0,1.0,24.0,1
8875,other,3080.0,2.0,285.0,4
8878,other,450.0,1.0,25.0,1
8879,other,1100.0,2.0,85.0,2
8884,other,1036.0,2.0,110.0,2
8888,other,1376.0,4.0,156.0,4
8893,other,1080.0,2.0,62.0,2
8897,other,1475.0,2.0,200.0,3
8898,other,1200.0,3.0,96.25,3
8900,other,2631.0,3.0,200.0,4
8901,other,830.0,2.0,60.0,2
8902,other,1500.0,2.0,88.0,2
8904,other,856.0,2.0,48.0,2
8905,other,1143.0,2.0,62.0,2
8907,other,1117.0,2.0,110.0,2
8908,other,600.0,1.0,43.0,1
8912,other,1200.0,3.0,70.0,3
8913,other,2675.0,4.0,290.0,4
8917,other,1477.0,2.0,80.0,3
8918,other,3500.0,5.0,450.0,4
8919,other,1793.0,3.0,98.0,3
8923,other,1020.0,2.0,62.0,2
8927,other,3300.0,5.0,318.0,4
8928,other,1200.0,3.0,165.0,3
8932,other,1718.0,3.0,223.0,3
8933,other,1200.0,2.0,75.0,3
8934,other,985.0,2.0,55.0,2
8939,other,1030.0,2.0,80.0,2
8941,other,1150.0,2.0,69.0,2
8942,other,1200.0,3.0,160.0,3
8945,other,1500.0,2.0,90.0,3
8946,other,900.0,2.0,55.0,2
8951,other,1750.0,2.0,225.0,4
8953,other,1100.0,2.0,78.0,2
8954,other,1180.0,2.0,74.0,2
8956,other,1540.0,3.0,85.0,3
8958,other,1800.0,3.0,230.0,3
8960,other,2000.0,3.0,120.0,3
8961,other,2000.0,3.0,145.0,3
8962,other,500.0,1.0,15.0,1
8968,other,922.0,2.0,70.0,2
8969,other,850.0,2.0,72.0,2
8970,other,1200.0,1.0,65.0,2
8972,other,1233.0,2.0,100.0,2
8981,other,1936.0,3.0,110.0,3
8982,other,1652.5,3.0,90.0,3
8984,other,1500.0,3.0,138.0,3
8985,other,700.0,2.0,43.0,2
8986,other,1750.0,3.0,170.0,3
8987,other,1365.0,3.0,99.0,3
8990,other,708.0,1.0,55.0,2
8991,other,1680.0,3.0,135.0,3
8992,other,990.0,2.0,58.0,2
8993,other,1240.0,2.0,100.0,2
8994,other,1810.0,3.0,118.0,3
8995,other,2005.0,3.0,240.0,3
8998,other,1000.0,2.0,97.0,2
9001,other,1430.0,3.0,78.65,3
9003,other,1200.0,2.0,45.0,1
9008,other,840.0,1.0,75.0,1
9009,other,1760.0,2.0,116.0,3
9010,other,3317.5,5.0,268.5,4
9011,other,600.0,1.0,52.0,2
9012,other,1670.0,3.0,160.0,3
9015,other,1200.0,2.0,75.6,3
9016,other,2400.0,5.0,285.0,5
9017,other,2100.0,4.0,150.0,4
9021,other,1550.0,4.0,120.0,4
9022,other,905.0,2.0,50.0,2
9023,other,1495.0,3.0,200.0,3
9025,other,550.0,1.0,23.0,1
9028,other,1080.0,2.0,75.0,3
9030,other,1537.0,3.0,110.0,3
9031,other,1750.0,3.0,150.0,3
9032,other,2800.0,7.0,250.0,7
9034,other,1191.0,2.0,90.0,2
9037,other,2849.0,5.0,250.0,4
9042,other,827.0,2.0,45.0,2
9049,other,1205.0,2.0,70.0,2
9053,other,2200.0,4.0,160.0,3
9056,other,1900.0,3.0,155.0,3
9057,other,1200.0,1.0,95.0,2
9059,other,1100.0,2.0,61.0,2
9060,other,1100.0,2.0,110.0,2
9061,other,1942.0,3.0,155.0,3
9062,other,1200.0,4.0,80.0,3
9064,other,1515.0,3.0,90.0,3
9067,other,1200.0,4.0,95.0,4
9072,other,1200.0,1.0,69.0,1
9073,other,1717.0,3.0,99.0,3
9075,other,1200.0,1.0,48.0,1
9076,other,1430.0,2.0,78.65,3
9078,other,1190.0,2.0,70.0,2
9079,other,2690.0,4.0,185.0,4
9080,other,1800.0,5.0,250.0,4
9081,other,1594.0,3.0,99.0,3
9082,other,1250.0,2.0,68.0,2
9083,other,1290.0,1.0,77.5,2
9085,other,1464.0,2.0,145.0,2
9086,other,1200.0,2.0,75.0,2
9089,other,1485.0,2.0,156.0,3
9090,other,2070.0,3.0,135.0,3
9093,other,800.0,2.0,55.0,2
9095,other,1480.0,2.0,125.0,3
9097,other,1500.0,2.0,130.0,2
9098,other,2010.0,3.0,125.0,3
9099,other,1504.0,2.0,100.0,3
9101,other,1602.0,2.0,165.0,3
9102,other,1200.0,4.0,130.0,4
9103,other,1800.0,3.0,220.0,3
9109,other,1862.0,3.0,120.0,3
9111,other,2700.0,3.0,200.0,3
9113,other,1490.0,2.0,115.0,3
9115,other,1740.0,3.0,120.0,3
9116,other,1020.0,2.0,60.0,2
9117,other,550.0,1.0,16.0,1
9120,other,3664.0,3.0,325.0,3
9121,other,690.0,2.0,42.0,2
9122,other,1520.0,3.0,111.0,3
9124,other,1200.0,4.0,86.0,4
9125,other,1250.0,2.0,90.0,2
9126,other,1900.0,2.0,190.0,3
9129,other,1602.0,2.0,170.0,3
9130,other,1230.0,2.0,70.0,2
9131,other,1600.0,3.0,95.0,3
9132,other,450.0,1.0,60.0,1
9133,other,600.0,2.0,23.0,1
9135,other,1200.0,2.0,85.0,2
9138,other,2000.0,4.0,130.0,3
9139,other,1350.0,4.0,140.0,4
9142,other,1175.0,2.0,79.0,2
9144,other,1112.0,2.0,68.0,2
9147,other,1158.0,2.0,75.0,2
9150,other,1200.0,2.0,90.0,2
9151,other,1266.67,2.0,69.0,2
9153,other,2000.0,2.0,160.0,2
9157,other,2679.0,5.0,280.0,4
9158,other,1230.0,2.0,75.0,2
9160,other,3150.0,5.0,145.0,8
9161,other,2400.0,2.0,135.0,2
9162,other,880.0,2.0,48.0,2
9167,other,1022.0,2.0,57.0,2
9168,other,1200.0,2.0,76.0,2
9171,other,1605.0,3.0,100.0,3
9172,other,1542.0,3.0,98.0,3
9175,other,1333.0,2.0,77.27,2
9176,other,1100.0,3.0,110.0,3
9177,other,1050.0,2.0,70.0,2
9181,other,1200.0,4.0,165.0,4
9182,other,1100.0,2.0,145.0,3
9184,other,1200.0,3.0,99.0,3
9187,other,1000.0,2.0,60.0,2
9188,other,5720.0,3.0,350.0,3
9190,other,1012.0,2.0,59.0,2
9193,other,1200.0,4.0,140.0,4
9194,other,600.0,2.0,39.0,2
9197,other,1700.0,3.0,111.0,3
9201,other,1780.0,3.0,110.0,3
9203,other,1080.0,3.0,149.0,3
9204,other,900.0,2.0,65.0,3
9206,other,1200.0,3.0,160.0,4
9207,other,1540.0,3.0,85.0,3
9208,other,2456.0,3.0,220.0,3
9210,other,1530.0,2.0,185.0,2
9213,other,1717.0,3.0,120.0,3
9216,other,1475.0,2.0,171.0,2
9218,other,650.0,1.0,16.0,1
9220,other,1504.0,2.0,102.0,3
9222,other,1800.0,4.0,145.0,4
9223,other,3000.0,4.0,240.0,4
9225,other,1625.0,3.0,92.0,3
9226,other,2400.0,4.0,250.0,4
9229,other,1490.0,2.0,92.0,3
9231,other,1044.0,2.0,60.0,2
9235,other,1567.2,2.0,190.0,3
9240,other,1293.0,2.0,75.0,2
9242,other,860.0,2.0,65.5,2
9243,other,1374.0,2.0,88.0,3
9247,other,2000.0,2.0,160.0,4
9248,other,834.0,1.0,62.0,1
9249,other,600.0,1.0,52.0,1
9250,other,2000.0,4.0,135.0,4
9251,other,2750.0,3.0,260.0,3
9255,other,1280.0,2.0,90.0,2
9257,other,2075.0,3.0,175.0,3
9264,other,2274.24,4.0,160.0,3
9266,other,900.0,3.0,105.0,2
9269,other,1350.0,3.0,75.0,3
9271,other,470.0,2.0,10.0,1
9273,other,1313.0,4.0,150.0,3
9274,other,2515.0,4.0,155.0,3
9277,other,2665.0,3.0,350.0,3
9279,other,3500.0,5.0,450.0,4
9287,other,2400.0,5.0,300.0,6
9288,other,3000.0,4.0,130.0,8
9289,other,1235.0,2.0,140.0,2
9290,other,3200.0,3.0,260.0,3
9291,other,1450.0,3.0,90.0,3
9293,other,1893.0,3.0,115.0,3
9296,other,1200.0,2.0,100.0,3
9297,other,1205.0,2.0,70.0,2
9298,other,1500.0,3.0,90.0,3
9300,other,1250.0,2.0,67.0,2
9303,other,375.0,1.0,26.0,1
9304,other,800.0,3.0,59.5,2
9306,other,1400.0,2.0,85.0,2
9307,other,1800.0,2.0,100.0,3
9308,other,925.0,2.0,70.0,2
9311,other,1417.0,2.0,76.0,3
9312,other,3500.0,2.0,350.0,4
9315,other,2100.0,4.0,255.0,3
9316,other,400.0,1.0,35.0,1
9319,other,2400.0,5.0,180.0,4
9320,other,6000.0,1.0,276.0,1
9321,other,825.0,2.0,40.0,1
9323,other,5000.0,5.0,600.0,4
9325,other,4800.0,5.0,420.0,4
9326,other,3400.0,3.0,400.0,3
9327,other,600.0,1.0,33.0,1
9330,other,800.0,1.0,72.0,1
9332,other,1225.0,2.0,82.0,3
9333,other,655.0,1.0,27.0,1
9334,other,1196.0,2.0,96.0,2
9335,other,927.0,2.0,50.0,2
9336,other,600.0,1.0,18.0,1
9338,other,2800.0,4.0,200.0,4
9341,other,800.0,2.0,85.0,2
9342,other,985.0,2.0,57.0,2
9343,other,6000.0,12.0,150.0,11
9345,other,600.0,2.0,80.0,2
9350,other,1768.0,3.0,95.0,3
9351,other,3060.0,4.0,350.0,4
9352,other,800.0,1.0,32.0,1
9354,other,600.0,1.0,35.0,1
9355,other,1010.0,2.0,55.0,2
9358,other,3978.0,4.0,428.0,4
9361,other,2008.0,3.0,170.0,3
9362,other,2095.0,3.0,142.0,3
9364,other,1600.0,2.0,88.0,3
9365,other,1350.0,4.0,160.0,4
9366,other,500.0,1.0,20.0,1
9367,other,1280.0,2.0,100.0,3
9368,other,1650.0,3.0,110.0,3
9371,other,1044.0,2.0,85.0,2
9373,other,840.0,1.0,99.0,2
9376,other,3870.0,4.0,411.0,4
9378,other,1835.0,3.0,175.0,3
9381,other,425.0,1.0,15.0,1
9384,other,2380.0,4.0,242.0,4
9385,other,900.0,1.0,70.0,2
9386,other,1517.0,2.0,125.0,2
9389,other,3602.0,4.0,280.0,4
9390,other,2159.0,3.0,120.0,3
9391,other,1200.0,3.0,72.0,3
9392,other,1850.0,3.0,175.0,6
9393,other,510.0,1.0,34.0,1
9394,other,1166.0,2.0,65.0,2
9395,other,2700.0,2.0,260.0,3
9396,other,1350.0,2.0,175.0,3
9398,other,940.0,2.0,56.0,2
9401,other,1645.0,3.0,95.0,3
9403,other,1000.0,2.0,63.0,2
9405,other,1998.0,3.0,117.0,3
9407,other,1804.0,3.0,150.0,3
9408,other,1350.0,3.0,81.0,3
9410,other,3000.0,3.0,300.0,4
9414,other,1200.0,4.0,110.0,4
9416,other,1217.0,2.0,164.0,2
9419,other,600.0,1.0,45.0,1
9420,other,672.0,1.0,27.0,1
9421,other,1280.0,3.0,87.0,3
9423,other,1567.0,3.0,100.0,3
9424,other,2350.0,3.0,210.0,3
9427,other,560.0,1.0,19.0,1
9429,other,520.0,2.0,29.0,1
9430,other,1950.0,3.0,230.0,3
9431,other,600.0,1.0,58.0,1
9432,other,1000.0,1.0,19.0,1
9434,other,375.0,1.0,40.0,1
9440,other,1130.0,2.0,74.0,2
9441,other,1407.0,2.0,83.87,2
9443,other,1350.0,4.0,160.0,4
9444,other,2375.0,3.0,260.0,4
9445,other,1200.0,2.0,67.0,2
9446,other,1400.0,3.0,90.0,3
9447,other,812.0,1.0,26.0,1
9449,other,600.0,2.0,35.0,1
9462,other,1800.0,4.0,115.0,3
9464,other,1499.0,3.0,89.0,3
9467,other,1050.0,2.0,65.0,2
9468,other,905.0,2.0,50.0,2
9472,other,3155.0,3.0,315.0,3
9477,other,1464.0,2.0,135.0,3
9479,other,1200.0,2.0,75.0,2
9480,other,1707.0,3.0,171.0,3
9481,other,565.0,1.0,33.0,1
9482,other,630.0,2.0,70.0,1
9483,other,1000.0,2.0,55.0,2
9486,other,2400.0,4.0,130.0,3
9488,other,1100.0,2.0,70.0,2
9489,other,420.0,1.0,23.5,1
9491,other,1225.0,2.0,71.05,2
9492,other,1350.0,4.0,90.0,4
9493,other,1732.5,3.0,91.855,3
9494,other,3760.0,2.0,280.0,2
9495,other,3071.0,4.0,300.0,3
9500,other,1620.0,3.0,95.0,3
9501,other,560.0,1.0,21.0,1
9504,other,2250.0,3.0,180.0,3
9506,other,1350.0,2.0,45.0,1
9507,other,1209.0,2.0,100.0,2
9508,other,1500.0,3.0,95.0,3
9510,other,1000.0,2.0,60.0,2
9512,other,1200.0,4.0,130.0,4
9513,other,2250.0,3.0,199.0,3
9514,other,3700.0,4.0,314.0,4
9516,other,1405.0,3.0,169.0,3
9520,other,500.0,1.0,16.0,1
9521,other,1600.0,3.0,180.0,3
9523,other,648.0,1.0,34.0,1
9524,other,1720.0,2.0,126.0,3
9527,other,1080.0,2.0,64.0,2
9528,other,1100.0,2.0,61.0,2
9533,other,1465.0,2.0,88.0,3
9534,other,1145.0,2.0,63.0,2
9535,other,1280.0,2.0,75.0,2
9536,other,680.0,3.0,60.0,2
9538,other,1738.0,3.0,110.0,3
9539,other,1500.0,3.0,90.0,3
9541,other,1050.0,2.0,110.0,2
9542,other,1541.0,2.0,181.0,2
9543,other,1275.0,2.0,105.0,2
9544,other,2048.0,3.0,206.0,3
9548,other,2320.0,2.0,160.0,3
9549,other,1237.0,3.0,78.0,3
9553,other,1200.0,2.0,140.0,4
9555,other,1160.0,2.0,75.0,2
9561,other,1155.0,2.0,65.0,2
9565,other,984.0,2.0,125.0,2
9566,other,1148.0,2.0,69.0,2
9567,other,1719.0,3.0,110.0,3
9569,other,3000.0,4.0,264.0,4
9571,other,1320.0,2.0,90.0,2
9574,other,1230.0,2.0,68.0,2
9576,other,4560.0,5.0,430.0,4
9581,other,3000.0,4.0,300.0,5
9582,other,1560.0,2.0,125.0,3
9584,other,1012.0,2.0,59.0,2
9585,other,1245.0,2.0,120.0,2
9586,other,1485.0,2.0,110.0,3
9589,other,1489.0,2.0,101.0,2
9590,other,2800.0,4.0,365.0,4
9592,other,1600.0,2.0,90.0,3
9594,other,3000.0,6.0,300.0,6
9596,other,2996.0,4.0,200.0,4
9599,other,551.0,1.0,30.0,1
9601,other,550.0,1.0,16.0,1
9602,other,1780.0,3.0,100.0,3
9604,other,1310.0,3.0,90.0,3
9607,other,1603.0,2.0,125.0,3
9608,other,2180.0,3.0,285.0,3
9609,other,450.0,1.0,30.0,1
9610,other,3000.0,4.0,301.0,4
9613,other,1275.0,2.0,69.0,2
9615,other,1623.0,3.0,155.0,3
9617,other,900.0,1.0,52.3,1
9623,other,1200.0,2.0,110.0,2
9624,other,1400.0,2.0,78.0,3
9625,other,2648.0,3.0,238.0,3
9627,other,1475.0,3.0,80.0,3
9628,other,1721.0,3.0,93.0,3
9630,other,4800.0,4.0,420.0,4
9631,other,1163.0,2.0,68.0,2
9632,other,801.0,1.0,33.645,1
9633,other,1300.0,2.0,80.0,3
9637,other,998.0,2.0,65.0,2
9638,other,3300.0,9.0,450.0,10
9639,other,1040.0,2.0,78.0,2
9642,other,1907.0,2.0,200.0,3
9643,other,1330.0,2.0,80.0,2
9644,other,4446.0,3.0,410.0,3
9645,other,1320.0,2.0,95.0,3
9652,other,2200.0,2.0,150.0,4
9653,other,1092.0,3.0,95.0,3
9658,other,1130.0,2.0,75.0,2
9660,other,1900.0,3.0,190.0,3
9663,other,1200.0,4.0,110.0,4
9664,other,1630.0,3.0,131.0,3
9665,other,1050.0,2.0,41.0,1
9667,other,3210.0,4.0,380.0,3
9668,other,5425.0,13.0,275.0,13
9669,other,1200.0,4.0,135.0,4
9672,other,4041.0,4.0,345.0,4
9673,other,620.0,1.0,25.0,1
9674,other,1210.0,2.0,75.0,2
9677,other,1200.0,1.0,70.0,2
9679,other,1200.0,3.0,70.0,2
9681,other,1130.0,2.0,68.0,2
9685,other,800.0,2.0,55.0,2
9686,other,1244.0,2.0,95.0,2
9687,other,1500.0,4.0,180.0,3
9688,other,1200.0,2.0,75.0,2
9689,other,400.0,2.0,50.0,1
9691,other,2159.0,3.0,120.0,3
9693,other,1200.0,1.0,48.0,1
